ignore,stock_code,url,basename,industry,polarity
,8020,https://f.irbank.net/pdf/20211102/140120211101422672.pdf,00000083.pdf,商社・卸売,増*
,8012,https://f.irbank.net/pdf/20210804/140120210803477268.pdf,00000084.pdf,商社・卸売,増
,8105,https://f.irbank.net/pdf/20210810/140120210727471980.pdf,00000085.pdf,商社・卸売,増
,9810,https://f.irbank.net/pdf/20211102/140120211020413716.pdf,00000086.pdf,商社・卸売,増
,8147,https://f.irbank.net/pdf/20220214/140120220208583436.pdf,00000087.pdf,商社・卸売,増
,7459,https://f.irbank.net/pdf/20220201/140120220201577394.pdf,00000088.pdf,商社・卸売,増
,4597,https://f.irbank.net/pdf/20210512/140120210512413847.pdf,00000089.pdf,商社・卸売,減*
,7451,https://f.irbank.net/pdf/20211101/140120211101421919.pdf,00000090.pdf,商社・卸売,減
,8225,https://f.irbank.net/pdf/20210813/140120210812484918.pdf,00000091.pdf,商社・卸売,増
,3382,https://f.irbank.net/pdf/20211007/140120211006407702.pdf,00000092.pdf,小売,増*
,3346,https://f.irbank.net/pdf/20210813/140120210812485213.pdf,00000093.pdf,小売,増
,8227,https://f.irbank.net/pdf/20211227/140120211226561347.pdf,00000094.pdf,小売,増
,9271,https://f.irbank.net/pdf/20210813/140120210813485818.pdf,00000095.pdf,小売,減?
1.0,7532,https://f.irbank.net/pdf/20220210/140120220131576818.pdf,00000096.pdf,小売,増
,7532,https://f.irbank.net/pdf/20211110/140120211014411355.pdf,00000097.pdf,小売,増
,2437,https://f.irbank.net/pdf/20211008/140120211007408187.pdf,00000098.pdf,小売,増
,3048,https://f.irbank.net/pdf/20210709/140120210707463131.pdf,00000099.pdf,小売,増
,9417,https://f.irbank.net/pdf/20211112/140120211112434377.pdf,00000100.pdf,小売,増
,7599,https://f.irbank.net/pdf/20220114/140120220113567625.pdf,00000101.pdf,小売,増
,2480,https://f.irbank.net/pdf/20211105/140120211015411494.pdf,00000102.pdf,小売,増
,7550,https://f.irbank.net/pdf/20220208/140120220201577927.pdf,00000103.pdf,外食・飲食サービス,増
,2702,https://f.irbank.net/pdf/20211111/140120211110430783.pdf,00000104.pdf,外食・飲食サービス,増
,3197,https://f.irbank.net/pdf/20211112/140120211112434802.pdf,00000105.pdf,外食・飲食サービス,減*
,7585,https://f.irbank.net/pdf/20210514/140120210514418653.pdf,00000106.pdf,外食・飲食サービス,減
,3133,https://f.irbank.net/pdf/20220210/140120220210587108.pdf,00000107.pdf,外食・飲食サービス,減
,9945,https://f.irbank.net/pdf/20220114/140120220114568077.pdf,00000108.pdf,外食・飲食サービス,増
,4837,https://f.irbank.net/pdf/20211110/140120211028418958.pdf,00000109.pdf,外食・飲食サービス,増
,2669,https://f.irbank.net/pdf/20211008/140120211007408149.pdf,00000110.pdf,外食・飲食サービス,増
,3137,https://f.irbank.net/pdf/20210730/140120210727471968.pdf,00000111.pdf,外食・飲食サービス,増
,9969,https://f.irbank.net/pdf/20210730/140120210716468355.pdf,00000112.pdf,外食・飲食サービス,増
,8303,https://f.irbank.net/pdf/20211112/140120211101421534.pdf,00000113.pdf,金融,増*
,8365,https://f.irbank.net/pdf/20220203/140120220120570017.pdf,00000114.pdf,金融,減*
,8604,https://f.irbank.net/pdf/20220201/140120220201577316.pdf,00000115.pdf,金融,減*
,8617,https://f.irbank.net/pdf/20211021/140120211019413491.pdf,00000116.pdf,金融,減*
,6178,https://f.irbank.net/pdf/20210811/140120210811483311.pdf,00000117.pdf,金融,増*
,7343,https://f.irbank.net/pdf/20210813/140120210812485191.pdf,00000118.pdf,金融,増?
,8570,https://f.irbank.net/pdf/20210707/140120210706462710.pdf,00000119.pdf,金融,増*
,3623,https://f.irbank.net/pdf/20210812/140120210728472639.pdf,00000120.pdf,金融,増
,8439,https://f.irbank.net/pdf/20211108/140120211105425617.pdf,00000121.pdf,金融,増
,2388,https://f.irbank.net/pdf/20210813/140120210813486062.pdf,00000122.pdf,金融,減
,9086,https://f.irbank.net/pdf/20220131/140120220120569985.pdf,00000123.pdf,物流・運輸,増*
,2384,https://f.irbank.net/pdf/20210512/140120210512413089.pdf,00000124.pdf,物流・運輸,増
,9313,https://f.irbank.net/pdf/20210709/140120210709464223.pdf,00000125.pdf,物流・運輸,減
,9020,https://f.irbank.net/pdf/20220131/140120211220555989.pdf,00000126.pdf,物流・運輸,増
,9040,https://f.irbank.net/pdf/20211101/140120211029420345.pdf,00000127.pdf,物流・運輸,減*
,9101,https://f.irbank.net/pdf/20210804/140120210803477128.pdf,00000128.pdf,物流・運輸,増
,9104,https://f.irbank.net/pdf/20210730/140120210730474785.pdf,00000129.pdf,物流・運輸,増
,9353,https://f.irbank.net/pdf/20211029/140120211028419551.pdf,00000130.pdf,物流・運輸,減
,9202,https://f.irbank.net/pdf/20220201/140120220201577259.pdf,00000131.pdf,物流・運輸,増
,9386,https://f.irbank.net/pdf/20210513/140120210513415890.pdf,00000132.pdf,物流・運輸,増
,4676,https://f.irbank.net/pdf/20220203/140120220202578587.pdf,00000133.pdf,情報・通信・広告,増
,4766,https://f.irbank.net/pdf/20210816/140120210730474944.pdf,00000134.pdf,情報・通信・広告,減
,9433,https://f.irbank.net/pdf/20211029/140120211028418999.pdf,00000135.pdf,情報・通信・広告,増
,9424,https://f.irbank.net/pdf/20210805/140120210721469996.pdf,00000136.pdf,情報・通信・広告,増
,2433,https://f.irbank.net/pdf/20210806/140120210806480710.pdf,00000137.pdf,情報・通信・広告,増*
,3691,https://f.irbank.net/pdf/20210514/140120210514419650.pdf,00000138.pdf,情報・通信・広告,減
,7832,https://f.irbank.net/pdf/20211109/140120211109428726.pdf,00000139.pdf,情報・通信・広告,増
,2323,https://f.irbank.net/pdf/20220210/140120220210587198.pdf,00000140.pdf,情報・通信・広告,減
,2678,https://f.irbank.net/pdf/20210916/140120210916499278.pdf,00000141.pdf,情報・通信・広告,増
,4380,https://f.irbank.net/pdf/20210914/140120210831492399.pdf,00000142.pdf,情報・通信・広告,増*
,2928,https://f.irbank.net/pdf/20220210/140120220210587373.pdf,00000143.pdf,サービス,減*
,3521,https://f.irbank.net/pdf/20211110/140120211109428836.pdf,00000144.pdf,サービス,減
,9735,https://f.irbank.net/pdf/20210806/140120210805479467.pdf,00000145.pdf,サービス,増
,9439,https://f.irbank.net/pdf/20210513/140120210513415550.pdf,00000146.pdf,サービス,減
,4714,https://f.irbank.net/pdf/20210708/140120210708463639.pdf,00000147.pdf,サービス,増
,5721,https://f.irbank.net/pdf/20210813/140120210813486291.pdf,00000148.pdf,サービス,減
,6098,https://f.irbank.net/pdf/20211115/140120211109428979.pdf,00000149.pdf,サービス,増*
,6558,https://f.irbank.net/pdf/20210714/140120210714466354.pdf,00000150.pdf,サービス,減
,7911,https://f.irbank.net/pdf/20220209/140120220208583707.pdf,00000151.pdf,サービス,増
,2150,https://f.irbank.net/pdf/20211111/140120211111432099.pdf,00000152.pdf,サービス,増
