00000003	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	++			1	反転	複数	定量			
00000003	1	1									会計	注記				
00000003	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	++				回復	複数	定量			
00000003	1	2									会計	注記				
00000003	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	--	売上高			反転	回復	複数	定量		
00000003	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	-	セグメント利益			反転	回復	複数	定量		
00000003	0															財政状態
00000003	0															財政状態
00000003	0															財政状態
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
00000003	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	1										小見出し	注記				
00000004	1										会計	注記				
00000004	1										会計	注記				
00000004	1										会計	注記				
00000004	1										小見出し	情勢				
00000004	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+			1	回復					主力
00000004	1		業績	業績	業績	業績	++				複数					
00000004	1	2														
00000004	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+				小見出し	回復				
00000004	1	1	業績	業績	業績	業績	++	セグメント利益			会計	複数				
00000004	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				小見出し					
00000004	1	2	業績	業績	業績	業績	++				複数					
00000004	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				小見出し	株式				
00000004	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+									
00000004	1	2	業績	業績	業績	業績	--	売上高			複数					
00000004	0															財政状態
00000004	0															財政状態
00000004	0															財政状態
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
00000004	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000005	0															
00000005	0															
00000005	1										小見出し	情勢				
00000005	1										情勢					
00000005	1										参考					
00000005	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	++				定量					
00000005	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	++				定量					
00000005	1		業績	業績	業績	業績	++	営業利益			複数					減収増益
00000005	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+-		+	1	反転	回復				
00000005	0															
00000005	0															
00000005	0															
00000005	0															
00000005	0															
00000005	0															
00000005	0															
00000005	0															
00000005	0															
00000005	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	-			1	小見出し	定量				競争激化
00000006	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	--			1	反転	定量				
00000006	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+		-	1	反転	会計	為替	定量		
00000006	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	-		+	?	会計	定量				
00000006	1															
00000006	1										ノイズ	小見出し	会計	注記		
00000006	1										小見出し	会計	注記			
00000006	1										会計	注記				
00000006	0															財政状態
00000006	0															財政状態
00000006	0															財政状態
00000006	0															財政状態
00000006	0															財政状態
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
00000006	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+			1	定量					ＬＮＧ価格の上昇はコスト増ではない
00000007	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	--			1	反転	定量				
00000007	1		業績	業績	業績	業績	--									
00000007	1										会計	参考	注記			
00000007	1										会計	参考	注記			
00000007	1										ノイズ	会計	注記			
00000007	1										小見出し	会計	注記			
00000007	1										会計	注記				
00000007	0															財政状態
00000007	0															財政状態
00000007	0															財政状態
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
00000007	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	++				小見出し	定量				
00000008	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	++				定量					
00000008	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	-			?	定量					
00000008	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	++				定量					
00000008	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+			1	小見出し	反転	定量			
00000008	1		業績	業績	業績	業績	+									
00000008	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	--		+	1	定量					
00000008	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	--		+	?	複数	為替	定量			
00000008	1		業績	業績	業績	業績	--				複数					
00000008	1										会計	注記				
00000008	0															財政状態
00000008	0															財政状態
00000008	0															財政状態
00000008	0															財政状態
00000008	0															財政状態
00000008	0															財政状態
00000008	0															財政状態
00000008	0															財政状態
00000008	0															財政状態
00000008	0															財政状態
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
00000008	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	1										小見出し	情勢				
00000009	1										参考					
00000009	1										因果不明					
00000009	1		業績	業績	業績	業績	++				複数					明示的な要因なし
00000009	1	2														
00000009	1	1									小見出し					
00000009	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	++			?	複数	定量				微妙
00000009	1	2									小見出し					
00000009	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	--	セグメント損失	+		複数	定量				
00000009	1	2									小見出し					中核事業?
00000009	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	--			?	複数	定量				
00000009	0															財政状態
00000009	0															財政状態
00000009	0															財政状態
00000009	0															財政状態
00000009	0															財政状態
00000009	0															財政状態
00000009	0															財政状態
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
00000009	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	1										小見出し	注記				
00000010	1										会計	注記				
00000010	1										会計	注記				
00000010	1										会計	注記				
00000010	1										情勢					
00000010	1										情勢					
00000010	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	--			1	暗示	反転				
00000010	1										因果不明					継続
00000010	1		業績	業績	業績	業績	++									明示的な要因なし
00000010	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+		-	?	反転	複数	定量			
00000010	1		業績	業績	業績	業績	-		+		会計					
00000010	1										会計	注記				
00000010	0															財政状態
00000010	0															財政状態
00000010	0															財政状態
00000010	0															財政状態
00000010	0															財政状態
00000010	0															財政状態
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
00000010	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	1										小見出し	情勢				
00000011	1										情勢					
00000011	1										因果不明					SDGs
00000011	1		業績	業績	業績	業績	++				複数					明示的な要因なし
00000011	1		業績	業績	業績	業績	++				複数					
00000011	1	2														
00000011	1	1	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				小見出し	回復				
00000011	1	1	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+			1	反転	回復				記事を参照
00000011	1	1	業績	業績	業績	業績	++				複数					
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+			1	小見出し	回復				中核事業? 記事を参照
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				回復					微妙
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+			1	回復					記事を参照
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+									
00000011	1	2	業績	業績	業績	業績	++				複数					
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+-				小見出し	反転				ビルドレート?
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	-		+							
00000011	1	2	業績	業績	業績	業績	--	事業利益			複数					
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				小見出し	反転				
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+									
00000011	1	2	業績	業績	業績	業績	++				複数					
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	-		+		小見出し					
00000011	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+									
00000011	1	2	業績	業績	業績	業績	++	事業利益			複数					
00000011	1	2									会計	注記				
00000011	1	2									注記					
00000011	0															財政状態
00000011	0															財政状態
00000011	0															財政状態
00000011	0															財政状態
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
00000011	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	1										小見出し	情勢				
00000012	1										情勢					
00000012	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+			1						主力
00000012	1															
00000012	1										因果不明					
00000012	1		業績	業績	業績	業績					極性不明	複数				
00000012	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+			?	反転					理由
00000012	1										会計	注記				
00000012	1	2														
00000012	1	2									会計	注記				
00000012	1	1									小見出し	参考				
00000012	1	1	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+			1						主力
00000012	1	1	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+-				反動	反転				
00000012	1	1	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				回復					
00000012	1	1	業績	業績	業績	業績					極性不明	複数				
00000012	1	2									小見出し	参考				売上高は大きいが営業利益は小さい
00000012	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	-									
00000012	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				反転					
00000012	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+									
00000012	1	2														将来
00000012	1	2	業績	業績	業績	業績					極性不明	複数				
00000012	1	2	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				反転	回復				
00000012	1	2									参考					
00000012	1	2	業績	業績	業績	業績					小見出し	極性不明	複数	資産		前処理
00000012	1	2														将来
00000012	1	2	業績	業績	業績	業績					極性不明	複数				
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															財政状態
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															子会社化したのは当期以降
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
00000012	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	1										ノイズ	小見出し				
00000013	1															
00000013	1															
00000013	1															
00000013	1															
00000013	1															
00000013	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+			1	回復	定量				
00000013	1															売上高の増減には関係ない
00000013	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	++		-	1	反転	定量				
00000013	1		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	++			1	複数	為替	定量			記事を参照
00000013	1										会計	注記				
00000013	1															
00000013	1	2									ノイズ	小見出し	会計	注記		
00000013	1	2									小見出し	会計	注記			
00000013	1	2									会計	注記				
00000013	1	2														
00000013	1	2									会計	注記				
00000013	1	2									会計	注記				
00000013	1	2									会計	注記				
00000013	1	1	業績	業績	業績	業績	--	営業利益			小見出し	複数				増収
00000013	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+				回復					
00000013	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+-				反転					
00000013	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+				反転					能動的な価格増
00000013	1	2	業績	業績	業績	業績	++	営業利益			小見出し	複数				
00000013	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	-				反転	回復				
00000013	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+									
00000013	1	2	業績	業績	業績	業績	++				複数					中核事業?
00000013	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+				反転					
00000013	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+				反転					
00000013	1	2	業績	業績	業績	業績	++	営業利益			複数					
00000013	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	-				反転	回復	会計			ややこしい
00000013	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+				回復					
00000013	1	2									ノイズ					
00000013	0		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因				?	小見出し					財政状態 ルール外
00000013	0		明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因				?						財政状態 ルール外
00000013	0															財政状態 要因?
00000013	0															財政状態 要因?
00000013	0															財政状態
00000013	0															財政状態
00000013	0															財政状態
00000013	0															財政状態
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
00000013	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000014	0															
00000014	0															
00000014	0															
00000014	0															
00000014	1										小見出し	情勢				
00000014	1										情勢					
00000014	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+			1	定量					
00000014	1		業績	業績	業績	業績	+									
00000014	1		業績	業績	業績	業績	++				複数					
00000014	1															
00000014	1										参考					
00000014	1										参考					
00000014	1										参考					
00000014	1										参考					
00000014	0															財政状態
00000014	0															財政状態
00000014	0															財政状態
00000014	0															財政状態
00000014	0															
00000014	0															
00000014	0															
00000014	0															
00000014	0															
00000014	0															
00000014	0															
00000014	0															
00000014	0															
00000014	0															
00000014	0															
doc_id	target	segment	causality1	causality2	causality3	causality4	polarity	primary	expense_polarity	importance	tag1	tag2	tag3	tag4	tag5	note
00000015	0															
00000015	0															
00000015	0															
00000015	0															
00000015	0															
00000015	0															
00000015	1		暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+		+	1	小見出し	反転	回復			
00000015	1		業績	業績	業績	業績	++									
00000015	1		業績	業績	業績	業績	++				複数					
00000015	1	2									小見出し					
00000015	1	2									会計	注記				
00000015	1	1	業績	業績	業績	業績	++				小見出し	複数				
00000015	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+									
00000015	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+				回復					
00000015	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+				回復					
00000015	1	1	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+		+	1	反転					記事を参照
00000015	1	1														
00000015	1	1							+		因果不明					
00000015	1	1														
00000015	1	1	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				株式					
00000015	1	1							+		因果不明					
00000015	1	1														
00000015	1	1														
00000015	1	1							+		因果不明					
00000015	1	1														
00000015	1	1	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	暗黙的な業績要因	+				資産					
00000015	1	2	業績	業績	業績	業績	++				小見出し	複数				中核事業?
00000015	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+									
00000015	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+				回復					販売価格が上昇しているので費用の極性なし
00000015	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+									
00000015	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+		-	1						ややこしい 記事を参照
00000015	1	2														
00000015	1	2							+		株式					取得は当期
00000015	1	2														
00000015	1	2							+		因果不明					
00000015	1	2														
00000015	1	2							+		因果不明	提携				
00000015	1	2														
00000015	1	2														将来
00000015	1	2														
00000015	1	2									因果不明	提携				
00000015	1	2	業績	業績	業績	業績	++				小見出し	複数				
00000015	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+									
00000015	1	2	業績	業績	業績	業績	--	コア営業利益			小見出し	複数				増収
00000015	1	2	明示的な業績要因	明示的な業績要因	明示的な業績要因	明示的な業績要因	+		+		反転					
